#chr	start	end	value
rw6	110817729	110818084	5.857552005
rw6	110971799	110972193	6.71916852
rw6	111236254	111236451	6.054588852
rw6	111388336	111388529	3.023561956
rw6	11170862	11171341	7.313781191
rw6	111868254	111868608	6.193486957
rw6	112952184	112952731	4.172425342
rw6	113003942	113004162	5.307354922
rw6	113010380	113010601	2.959431619
rw6	1130928	1131226	5.37036472
rw6	113136910	113137506	3.200439718
rw6	113197495	113197819	5.738404739
rw6	113248237	113248616	7.122051819
rw6	113547973	113548423	6.069855608
rw6	113550228	113550743	2.892317423
rw6	113927829	113928727	2.821928095
rw6	114259039	114259344	6.1794801
rw6	114271658	114271909	5.406890596
rw6	114283911	114284198	6.14385619
rw6	114327660	114327968	6.704571144
rw6	114563711	114564028	4.64974712
rw6	114836017	114836295	3.307354922
rw6	115358155	115358449	5.555282436
rw6	115823826	115824172	6.069855608
rw6	116000876	116001093	6.23470962
rw6	116152269	116152678	6.424812504
rw6	11624821	11625360	7.073647187
rw6	116735695	116735927	6.37036472
rw6	117138011	117138401	3.785402219
rw6	11715864	11716072	5.738404739
rw6	117423946	117424484	2.669925001
rw6	117503068	117503315	5.983815777
rw6	117506843	117507229	3.857552005
rw6	117766412	117766634	6.624121312
rw6	118110958	118111225	3.669925001
rw6	118260921	118261213	6.555282436
rw6	119012292	119012706	6.684875343
rw6	119107126	119107521	4.857552005
rw6	119417518	119417823	2.587462841
rw6	119457182	119457484	2.5
rw6	119558473	119558744	10.13390341
rw6	120273357	120273702	4.857552005
rw6	12044713	12045019	6.5
rw6	1205573	1206027	5.382643049
rw6	120681949	120682268	3.821928095
rw6	120860066	120860237	4.544394119
rw6	121013793	121014258	3.785402219
rw6	121410991	121411396	5.357980995
rw6	121483979	121485014	3.5
rw6	121485169	121485617	2.669925001
rw6	121614768	121615058	7.092457037
rw6	121818556	121818936	5.320178962
rw6	121887570	121888007	4.281359714
rw6	122006628	122006921	4.544394119
rw6	123163369	123163764	3.857552005
rw6	123169120	123170009	4.909390936
rw6	123170839	123171360	4.975733431
rw6	1235131	1235487	6.00779464
rw6	123763418	123763792	4.766786541
rw6	123794564	123794905	4.892317423
rw6	124486956	124487447	2.892317423
rw6	124732120	124732626	4.477279923
rw6	12553414	12553636	4.430737338
rw6	125708853	125709919	3.926264755
rw6	125710128	125710685	3.14385619
rw6	125710917	125711290	4.054588852
rw6	125755061	125755472	6.900879436
rw6	125882714	125883061	6.482993575
rw6	126071096	126071457	6.45419631
rw6	12614994	12615339	5.909390936
rw6	126222560	126222739	6.516808288
rw6	126256147	126256370	5.942943496
rw6	12664230	12664523	4.72881869
rw6	126890097	126890513	5.576815597
rw6	127300430	127300791	4.522367813
rw6	127523310	127523621	4.821928095
rw6	127534592	127534792	6.959431619
rw6	127914532	127915087	4.14385619
rw6	129232431	129232814	6.803780748
rw6	129319596	129321548	3.669925001
rw6	129631063	129631384	4.084962501
rw6	129971139	129971423	5.054588852
rw6	130472587	130472795	6.934628228
rw6	130495257	130495588	6.870687407
rw6	130625305	130625555	6.062242424
rw6	130930673	130930904	5.72881869
rw6	131236186	131236442	2.587462841
rw6	131374573	131374727	3.926264755
rw6	131380378	131380584	5.983815777
rw6	131465008	131465485	5.158211483
rw6	131763366	131763728	6.430737338
rw6	131856766	131857102	4.254887502
rw6	1319143	1319688	3.629283017
rw6	1320083	1321088	6.64974712
rw6	132016760	132017131	6.477279923
rw6	132136204	132136408	6.618941073
rw6	132208564	132208945	4.477279923
rw6	132468	132821	4.200439718
rw6	132697590	132697948	3.669925001
rw6	13279073	13279220	5.382643049
rw6	133346864	133347819	5.785402219
rw6	133371558	133371790	2.747927513
rw6	133593956	133594436	8.724001674
rw6	134067090	134067501	5.821928095
rw6	134388826	134389094	5.776124405
rw6	13440563	13440942	6.644658243
rw6	134453197	134453576	3.307354922
rw6	134866947	134867487	5.738404739
rw6	13502380	13502689	6.241466986
rw6	135192907	135193292	5.37036472
rw6	135390994	135391151	5.345490051
rw6	135685486	135685914	3.254887502
rw6	135969271	135969671	6.56608919
rw6	136092197	136092555	6.04689446
rw6	1363823	1364095	6.14385619
rw6	136619327	136619617	4.45419631
rw6	136721224	136721600	2.821928095
rw6	13686343	13686672	6.12935662
rw6	137070335	137070592	6.023561956
rw6	137184706	137185126	6.307354922
rw6	13784365	13784728	6.883704292
rw6	138060896	138061157	6.37036472
rw6	138063515	138063713	4.747927513
rw6	138468546	138468910	3.544394119
rw6	138542049	138542361	6.608524457
rw6	139082238	139082671	5.45419631
rw6	139226495	139226713	2.5
rw6	139602714	139602973	5.875039431
rw6	139713341	139713554	5.67990909
rw6	139837259	139837639	4.200439718
rw6	140045266	140045522	4.669925001
rw6	140186020	140186268	6.582149041
rw6	140223076	140223313	6.00779464
rw6	140266939	140267209	5.254887502
rw6	140483751	140484110	4.406890596
rw6	140695549	140696105	3.45419631
rw6	1416230	1416627	6.516808288
rw6	14166476	14166807	4.975733431
rw6	14192999	14193289	6.268184325
rw6	141942078	141943005	5.689824559
rw6	142067061	142067684	6.922064766
rw6	142086	142839	4.64974712
rw6	142281770	142282235	4.991853096
rw6	142886834	142886981	5.241466986
rw6	143048759	143049169	6.158211483
rw6	143285790	143285972	6.364186145
rw6	143850789	143851172	4.747927513
rw6	14387419	14387717	6.281359714
rw6	143891646	143892017	7.310571635
rw6	143945733	143945981	6.516808288
rw6	144314048	144314354	6.747927513
rw6	144423687	144424031	5.488684687
rw6	144661021	144661408	6.505624549
rw6	145153952	145154168	6.039158811
rw6	145918022	145918398	5.533423002
rw6	146090963	146091496	3.200439718
rw6	146304142	146304522	3.14385619
rw6	146332084	146332421	7.297661526
rw6	147517895	147518062	4.307354922
rw6	147608307	147608670	2.892317423
rw6	147791928	147792217	4.054588852
rw6	147829119	147829517	6.56608919
rw6	14803354	14803617	5.200439718
rw6	148041900	148042324	3.200439718
rw6	148386112	148386555	6.951211112
rw6	148439996	148440291	2.587462841
rw6	14844150	14844456	4.909390936
rw6	148537721	148538027	6.762094845
rw6	148559267	148559609	6.951211112
rw6	148671080	148671430	6.482993575
rw6	148675906	148676293	6.221099189
rw6	148682606	148682788	5.114709844
rw6	149559031	149559387	5.511227255
rw6	149892066	149892396	6.654818109
rw6	149947451	149947761	5.587462841
rw6	149990143	149990523	6.917852515
rw6	150034799	150035274	5.900879436
rw6	150053231	150053384	5.12935662
rw6	150079217	150079375	4.023561956
rw6	150099408	150099839	6.544394119
rw6	150107320	150107786	4.839850003
rw6	150218958	150219228	6.738404739
rw6	150262314	150262636	6.762094845
rw6	150300345	150300736	6.629283017
rw6	15043810	15044224	6.991853096
rw6	150453778	150454064	5.757387843
rw6	150583357	150583716	6.406890596
rw6	15083584	15083961	6.023561956
rw6	150872900	150873305	6.644658243
rw6	150901321	150901668	7.077428828
rw6	150932593	150932874	6.45419631
rw6	151036956	151037284	5.254887502
rw6	151066593	151066821	5.909390936
rw6	151179472	151179940	6.24819285
rw6	15152604	15152997	5.200439718
rw6	15188728	15189229	3.14385619
rw6	15220682	15221020	6.613742166
rw6	152490481	152490696	5.281359714
rw6	153033555	153033784	5.084962501
rw6	154161997	154162146	4.892317423
rw6	154406059	154406213	5.099912842
rw6	154676626	154677051	5.766786541
rw6	154842542	154842794	6.669925001
rw6	154991339	154991607	6.776124405
rw6	155021620	155021924	6.158211483
rw6	155045204	155045496	2.821928095
rw6	1552000	1552199	5.766786541
rw6	155204063	155204261	6.287902559
rw6	155306652	155307055	6.376516947
rw6	155424698	155424927	5.830916878
rw6	155563253	155563628	6.757387843
rw6	155603811	155603999	4.766786541
rw6	155635485	155635911	6.522367813
rw6	155747830	155748155	5.839850003
rw6	155759618	155760032	5.926264755
rw6	156434167	156434413	6.853146825
rw6	156507211	156507490	3.254887502
rw6	156651024	156651524	4.023561956
rw6	156850601	156850959	6.598032083
rw6	156939791	156940149	5.883704292
rw6	157038573	157038951	6.587462841
rw6	157106008	157106250	7.118385502
rw6	15726287	15726521	5.430737338
rw6	157266247	157266401	2.5
rw6	157733652	157734538	6.724001674
rw6	157747519	157747817	6.465784285
rw6	157823121	157823447	6.922064766
rw6	157826290	157826648	5.382643049
rw6	158013720	158014158	7.388743249
rw6	158036958	158037313	6.694756854
rw6	15818273	15818500	5.669925001
rw6	158195088	158195473	6.24819285
rw6	158241752	158242045	6.107330314
rw6	158272581	158272983	6.313781191
rw6	158400758	158401044	5.12935662
rw6	158636927	158637279	5.488684687
rw6	158662072	158662386	4.629283017
rw6	158770760	158771477	6.913627929
rw6	158876135	158876555	4.629283017
rw6	158933050	158933364	5.382643049
rw6	158952384	158952572	5.14385619
rw6	158956128	158956430	4.72881869
rw6	159065743	159066008	5.56608919
rw6	159089144	159089548	5.999845887
rw6	159150471	159150785	5.608524457
rw6	159165335	159165548	6.281359714
rw6	159221558	159221835	6.151051691
rw6	159225759	159226091	2.587462841
rw6	159235406	159235757	6.743173983
rw6	159238924	159239352	6.866322214
rw6	159247058	159247471	6.959431619
rw6	159348434	159348821	5.803780748
rw6	159406644	159407051	6.221099189
rw6	159488663	159489022	6.72881869
rw6	159652077	159652426	3.669925001
rw6	159674733	159675083	6.975733431
rw6	159724973	159725308	7.151051691
rw6	159968371	159968839	3.200439718
rw6	160050188	160050335	3.357980995
rw6	160141141	160141473	7.172425342
rw6	160426372	160426604	6.345490051
rw6	160507780	160508021	5.639551352
rw6	161033668	161034094	5.069855608
rw6	161039220	161039895	5.689824559
rw6	161044766	161045441	5.659871337
rw6	161055988	161056534	5.983815777
rw6	161061403	161062078	5.747927513
rw6	161065848	161067625	5.12935662
rw6	161340235	161340418	4.892317423
rw6	161579500	161579793	6.71916852
rw6	161580621	161580904	6.268184325
rw6	161604588	161604781	3.200439718
rw6	161854765	161855033	6.320178962
rw6	162034483	162034800	6.533423002
rw6	16239131	16239520	7.04689446
rw6	162657524	162657713	5.172425342
rw6	162727763	162728074	6.724001674
rw6	162770156	162770452	6.613742166
rw6	162885690	162885955	4.926264755
rw6	163071336	163071739	4.975733431
rw6	163194524	163194755	2.959431619
rw6	163264443	163265330	3.991853096
rw6	163302752	163303172	6.538918989
rw6	163704603	163704866	2.5
rw6	16395970	16396400	5.587462841
rw6	164364363	164364523	4.587462841
rw6	164522200	164522622	5.738404739
rw6	164787406	164787701	2.669925001
rw6	164948460	164948710	2.669925001
rw6	165536664	165537343	4.56608919
rw6	165541399	165541630	4.892317423
rw6	165740372	165740566	6.227920455
rw6	165819596	165819761	5.64974712
rw6	1661690	1661941	5.875039431
rw6	166454815	166455069	6.12935662
rw6	166621258	166621675	6.839850003
rw6	166683583	166684004	6.799208018
rw6	166889532	166889917	5.909390936
rw6	16695521	16695861	7.096189756
rw6	167028473	167028926	7.027477006
rw6	167101226	167101508	6.221099189
rw6	167393775	167394145	4.281359714
rw6	167503796	167504145	6.555282436
rw6	167591834	167592064	5.114709844
rw6	167607606	167607993	6.357980995
rw6	167627926	167628283	6.494353437
rw6	167739338	167739713	6.281359714
rw6	167846462	167847094	6.357980995
rw6	167906941	167907247	6.544394119
rw6	168059340	168059799	4.991853096
rw6	168069528	168069788	6.861943774
rw6	168081578	168081892	6.747927513
rw6	168138039	168138546	7.066054038
rw6	168221944	168222169	5.394817763
rw6	168378115	168378483	5.951211112
rw6	168713742	168713998	5.587462841
rw6	168745816	168746091	6.23470962
rw6	168816727	168816963	6.430737338
rw6	168939102	168939574	6.817412614
rw6	169331899	169332483	5.830916878
rw6	169614043	169614464	7.412889336
rw6	169642787	169643409	6.888017285
rw6	169660183	169660575	6.56608919
rw6	169740466	169740700	6.313781191
rw6	169825609	169825935	4.608524457
rw6	169835220	169835638	6.821928095
rw6	169880302	169880599	6.436637939
rw6	170211598	170212056	6.861943774
rw6	170402520	170403167	4.587462841
rw6	170406201	170406594	6.538918989
rw6	170461181	170461813	4.200439718
rw6	170471526	170472099	7.336050355
rw6	170475641	170475867	5.618941073
rw6	170529528	170530684	7.839850003
rw6	170546482	170547077	6.227920455
rw6	170575970	170576385	4.785402219
rw6	170730426	170730921	7.351749041
rw6	170778986	170779322	6.913627929
rw6	170790644	170790801	5.511227255
rw6	170935475	170935883	5.186500527
rw6	170941603	170941833	2.821928095
rw6	170958557	170959015	4.357980995
rw6	170965367	170966170	5.5
rw6	170968290	170968835	5.883704292
rw6	170971376	170971636	4.023561956
rw6	171040077	171040382	5.56608919
rw6	171043657	171044053	3.892317423
rw6	17129817	17130069	3.406890596
rw6	17137343	17137491	3.821928095
rw6	1733728	1734047	6.488684687
rw6	17533131	17533313	3.14385619
rw6	17666179	17666411	6.412889336
rw6	17741461	17741715	6.56608919
rw6	17998335	17998663	7.291162889
rw6	18050218	18050608	7.04303182
rw6	18190511	18190847	4.857552005
rw6	18288431	18288647	5.332890014
rw6	18327293	18327903	7.320178962
rw6	18985067	18985396	6.603287808
rw6	1923664	1923995	7.096189756
rw6	19485364	19485753	3.991853096
rw6	19673842	19674226	6.505624549
rw6	19765395	19766877	2.892317423
rw6	19811034	19811273	5.669925001
rw6	19967631	19967866	5.332890014
rw6	20228633	20228960	5.45419631
rw6	20375308	20375588	5.5
rw6	20562653	20563016	5.67990909
rw6	20936481	20936824	2.747927513
rw6	210403	210776	5.345490051
rw6	21244148	21244429	5.418863237
rw6	21328554	21328960	6.771463028
rw6	21332714	21333058	5.14385619
rw6	21467072	21467525	7.172425342
rw6	21552366	21552722	5.382643049
rw6	2161191	2161508	6.762094845
rw6	21758425	21758774	6.077428828
rw6	21797049	21797368	5.999845887
rw6	21798028	21798292	3.406890596
rw6	21887941	21888329	6.560695932
rw6	21897696	21898047	6.221099189
rw6	21944682	21944855	6.771463028
rw6	2258005	2258413	4.227920455
rw6	22837512	22837735	4.307354922
rw6	23053169	23053603	4.909390936
rw6	23300418	23300688	2.669925001
rw6	23425085	23425258	6.039158811
rw6	2421813	2424011	2.821928095
rw6	24806300	24806559	6.107330314
rw6	25585925	25586097	2.821928095
rw6	25723238	25723626	4.608524457
rw6	26017688	26017972	6.099912842
rw6	26066849	26067072	6.332890014
rw6	26239700	26240118	6.494353437
rw6	26438829	26439134	5.917852515
rw6	26482240	26482581	6.24819285
rw6	26852804	26853254	4.382643049
rw6	26856463	26856998	6.241466986
rw6	26862434	26862766	3.892317423
rw6	26864802	26865024	5.186500527
rw6	26890268	26890639	3.857552005
rw6	27013817	27014049	6.618941073
rw6	27062944	27063102	5.00779464
rw6	27131319	27131746	5.294415866
rw6	27379576	27380034	6.1794801
rw6	27752806	27752990	5.394817763
rw6	27795636	27796107	6.436637939
rw6	28190226	28190593	4.892317423
rw6	28470200	28470635	6.587462841
rw6	2847887	2848052	6.320178962
rw6	28593860	28594221	4.254887502
rw6	28631204	28631549	6.054588852
rw6	28642277	28642699	6.752665432
rw6	28952562	28952794	5.465784285
rw6	29423938	29424258	6.136624621
rw6	296709	297021	6.382643049
rw6	29685505	29686048	3.14385619
rw6	29686889	29687547	5.812882955
rw6	29711637	29712006	6.326548487
rw6	29911898	29912194	5.848728154
rw6	29912229	29912666	6.364186145
rw6	3000572	3001007	6.436637939
rw6	30053632	30053935	3.629283017
rw6	30075980	30076310	6.1794801
rw6	30113979	30114391	6.092457037
rw6	30448505	30448667	6.430737338
rw6	30485407	30485764	6.689824559
rw6	30881894	30882258	5.991853096
rw6	30888961	30889232	6.743173983
rw6	3092637	3093473	6.555282436
rw6	30940323	30940607	6.776124405
rw6	31002586	31002909	6.80833903
rw6	31092893	31093218	6.975733431
rw6	31113900	31114368	7.27148947
rw6	31142488	31143092	6.995855027
rw6	31165486	31165815	6.364186145
rw6	31211848	31212259	2.587462841
rw6	31239349	31239792	6.538918989
rw6	31323124	31323465	6.00779464
rw6	31359214	31359528	6.281359714
rw6	31423535	31423865	5.158211483
rw6	31444328	31444541	6.64974712
rw6	31474346	31474636	5.747927513
rw6	31533812	31534256	6.482993575
rw6	31621700	31622068	5.430737338
rw6	31784880	31785475	6.345490051
rw6	31810183	31810697	6.709453366
rw6	31822363	31823089	5.56608919
rw6	31951304	31952088	6.460001932
rw6	31984042	31984826	6.430737338
rw6	32000755	32001192	5.738404739
rw6	32012613	32012880	6.394817763
rw6	32064791	32065251	7.182994584
rw6	32111841	32112115	6.107330314
rw6	32157686	32157982	5.00779464
rw6	32184294	32184598	6.172425342
rw6	3222204	3222516	4.766786541
rw6	32246742	32247035	6.629283017
rw6	32437080	32437418	2.5
rw6	32640539	32640972	5.892317423
rw6	32729388	32729876	6.307354922
rw6	33216342	33216671	7.003825738
rw6	33282689	33282981	6.136624621
rw6	33287381	33287713	6.922064766
rw6	33316569	33316813	6.332890014
rw6	33355584	33355918	6.471543554
rw6	33378560	33378923	4.991853096
rw6	33411372	33411632	5.757387843
rw6	33486310	33486603	6.14385619
rw6	33530368	33530735	5.430737338
rw6	33665785	33666112	6.926264755
rw6	33695053	33695511	6.624121312
rw6	33739769	33740043	6.875039431
rw6	33840476	33840878	6.37036472
rw6	33957078	33957340	5.689824559
rw6	3396778	3397070	6.388743249
rw6	33968218	33968407	6.477279923
rw6	33994217	33994488	6.839850003
rw6	33999815	34000166	6.193486957
rw6	34011462	34011699	6.107330314
rw6	34037306	34037753	6.522367813
rw6	34100329	34100619	6.538918989
rw6	34116057	34116367	6.14385619
rw6	34128692	34128949	6.227920455
rw6	34131661	34132024	6.254887502
rw6	34206407	34206811	7.027477006
rw6	34216741	34216941	5.618941073
rw6	34235145	34235467	4.64974712
rw6	34364672	34365684	3.5
rw6	34412656	34413079	5.442514505
rw6	34437073	34437294	5.951211112
rw6	34482288	34482608	6.747927513
rw6	34496711	34497129	6.826429487
rw6	34522270	34522638	6.560695932
rw6	34683478	34683803	5.857552005
rw6	34737717	34738029	6.364186145
rw6	34794805	34795115	6.158211483
rw6	34808067	34808274	4.747927513
rw6	34964288	34964499	6.848728154
rw6	35046507	35046915	7.1794801
rw6	35058584	35058808	6.207359132
rw6	3506081	3506316	6.465784285
rw6	35068876	35069191	7.023561956
rw6	35184974	35185391	6.830916878
rw6	35245810	35246100	5.14385619
rw6	35322883	35323287	6.624121312
rw6	35352122	35352560	4.382643049
rw6	35487822	35488196	6.460001932
rw6	35525874	35526130	6.533423002
rw6	35625847	35626196	4.766786541
rw6	35669058	35669484	4.785402219
rw6	35692425	35692671	6.24819285
rw6	35945547	35945917	5.533423002
rw6	35975575	35975916	5.430737338
rw6	36019125	36019420	6.963524373
rw6	36040195	36040495	5.991853096
rw6	36090384	36090622	7.023561956
rw6	36140601	36140902	5.544394119
rw6	36177480	36177881	6.839850003
rw6	36216487	36216786	5.64974712
rw6	36269639	36269964	6.603287808
rw6	3627834	3628012	6.3008999
rw6	36534985	36535222	5.430737338
rw6	36649464	36649849	7.00779464
rw6	36684859	36685328	6.482993575
rw6	36701755	36702329	7.066054038
rw6	36823514	36823958	7.403881846
rw6	36908828	36909159	6.23470962
rw6	36957671	36958110	6.752665432
rw6	37011315	37011676	5.023561956
rw6	37085662	37086073	6.592757141
rw6	370952	371671	6.669925001
rw6	37177027	37177216	4.430737338
rw6	3723765	3723993	6.905141463
rw6	37280750	37281113	6.63442632
rw6	37364018	37364261	7.054588852
rw6	3737697	3738150	7.14385619
rw6	37399527	37399763	6.659871337
rw6	37443172	37443451	6.364186145
rw6	37487608	37487884	5.418863237
rw6	37546260	37546789	6.287902559
rw6	37573902	37574246	5.975733431
rw6	37611569	37612015	5.776124405
rw6	37615917	37616286	6.624121312
rw6	37840663	37841083	6.991853096
rw6	37925996	37926179	5.892317423
rw6	37994248	37994595	6.771463028
rw6	3802573	3803001	6.752665432
rw6	38140484	38140771	6.471543554
rw6	38161780	38162091	6.527905997
rw6	38364662	38365064	6.674925683
rw6	38636351	38636773	6.853146825
rw6	38915355	38915681	6.320178962
rw6	38990055	38990387	7.04303182
rw6	38995315	38995528	6.888017285
rw6	39157884	39158210	6.664906927
rw6	39201813	39201977	3.5
rw6	3927139	3927483	6.799208018
rw6	39330757	39330935	3.926264755
rw6	39409134	39409377	6.45419631
rw6	39423595	39424597	3.406890596
rw6	39502987	39503342	4.45419631
rw6	3967302	3967571	7.284634846
rw6	39835304	39835531	6.200439718
rw6	40450369	40450748	6.592757141
rw6	41286346	41286736	7.088714636
rw6	41367285	41367513	6.582149041
rw6	41385482	41385697	5.892317423
rw6	41529510	41530114	7.329722735
rw6	4166623	4166830	6.608524457
rw6	41667969	41668240	5.785402219
rw6	41714986	41715291	6.294415866
rw6	41744707	41745026	6.460001932
rw6	41829531	41829841	6.062242424
rw6	41871171	41871562	6.054588852
rw6	41886375	41886845	4.785402219
rw6	41945881	41946281	3.357980995
rw6	42047228	42047497	5.345490051
rw6	42107825	42108028	6.436637939
rw6	42207271	42207478	5.917852515
rw6	42341595	42342085	7.011752654
rw6	42390468	42390812	6.592757141
rw6	42727767	42728162	5.544394119
rw6	42793194	42793341	4.227920455
rw6	42892511	42893034	6.14385619
rw6	42967856	42968235	4.587462841
rw6	43119092	43119512	6.571462363
rw6	43234538	43234814	4.766786541
rw6	43266132	43266433	5.839850003
rw6	43297738	43298107	4.72881869
rw6	43369099	43369257	4.926264755
rw6	43382788	43383209	7.003825738
rw6	43390776	43391210	6.644658243
rw6	43437270	43437641	6.95532722
rw6	43506898	43507294	6.14385619
rw6	43548662	43549217	5.200439718
rw6	43781097	43781279	5.054588852
rw6	43785037	43785386	6.771463028
rw6	43837506	43837816	7.244833837
rw6	43879275	43879556	6.364186145
rw6	43958323	43958700	5.794620749
rw6	43965312	43965871	7.482993575
rw6	44040434	44040876	7.37036472
rw6	44080574	44080793	6.23470962
rw6	44122527	44122740	5.709453366
rw6	44380516	44380796	2.669925001
rw6	45411701	45411989	6.771463028
rw6	4609035	4609356	6.364186145
rw6	46373284	46373678	6.738404739
rw6	4664797	4665054	6.092457037
rw6	46945796	46945991	4.307354922
rw6	4721548	4721837	5.659871337
rw6	47473260	47474431	5.394817763
rw6	47589648	47590252	7.122051819
rw6	47621395	47621629	6.522367813
rw6	48332379	48332587	3.821928095
rw6	48475835	48476232	3.023561956
rw6	48860456	48860605	4.892317423
rw6	4947459	4947824	6.5
rw6	4968666	4969098	6.522367813
rw6	5038129	5038423	2.587462841
rw6	5058621	5058932	6.975733431
rw6	50676434	50676859	5.332890014
rw6	50678309	50678580	7.062242424
rw6	50769948	50770347	5.332890014
rw6	51318666	51319145	3.821928095
rw6	51740002	51740816	4.14385619
rw6	51743769	51744392	3.5
rw6	51744525	51745468	3.357980995
rw6	51765353	51765861	4.406890596
rw6	51846107	51846567	5.345490051
rw6	51846832	51847379	5.114709844
rw6	519221	520623	7.118385502
rw6	51953230	51953578	6.412889336
rw6	52161853	52162165	6.743173983
rw6	52163642	52164004	6.351749041
rw6	52194640	52194854	6.582149041
rw6	52367159	52367420	6.254887502
rw6	52400113	52400513	5.991853096
rw6	52785928	52786420	7.397845456
rw6	52941901	52942149	6.039158811
rw6	53165308	53165696	6.664906927
rw6	53247529	53247760	6.608524457
rw6	53270460	53270845	6.624121312
rw6	53810693	53810931	6.14385619
rw6	54161830	54162290	5.214245518
rw6	54556504	54556715	2.747927513
rw6	54780212	54780622	3.45419631
rw6	54826549	54827052	5.430737338
rw6	55005855	55006225	5.268184325
rw6	5510601	5510835	6.78077077
rw6	56120457	56120805	6.963524373
rw6	56379295	56379475	5.738404739
rw6	56758811	56759145	3.709453366
rw6	56911578	56911999	5.639551352
rw6	57173781	57174199	3.023561956
rw6	57284761	57285350	6.930452552
rw6	58218343	58218662	5.812882955
rw6	58252441	58252962	5.37036472
rw6	58256271	58256591	4.522367813
rw6	58258880	58259049	4.64974712
rw6	58263434	58263998	5.776124405
rw6	5834511	5834951	7.12935662
rw6	5887890	5888501	4.975733431
rw6	602100	602483	4.857552005
rw6	6141434	6141850	4.909390936
rw6	6190854	6191340	5.934628228
rw6	61912819	61913116	5.909390936
rw6	6261666	6262595	5.821928095
rw6	62832866	62833155	6.326548487
rw6	6295639	6296128	2.587462841
rw6	6299308	6299641	4.084962501
rw6	63214555	63214896	4.766786541
rw6	64174540	64174769	5.926264755
rw6	64297870	64298076	7.00779464
rw6	65278509	65278883	5.959431619
rw6	65557072	65557260	5.576815597
rw6	66250450	66250683	6.63442632
rw6	66337768	66338096	5.639551352
rw6	66418387	66418698	4.821928095
rw6	66588027	66588233	3.821928095
rw6	6702740	6703171	3.892317423
rw6	6777946	6778297	3.669925001
rw6	67866074	67866380	3.200439718
rw6	67929906	67930216	5.883704292
rw6	6833720	6833878	4.307354922
rw6	69497030	69497194	4.357980995
rw6	7022725	7023141	6.122051819
rw6	70336545	70336857	6.875039431
rw6	70577164	70577419	6.477279923
rw6	70720605	70722459	4.307354922
rw6	71110066	71110235	3.544394119
rw6	71579777	71580105	5.794620749
rw6	7190898	7191259	6.254887502
rw6	7259414	7259834	6.63442632
rw6	72778477	72778669	5.959431619
rw6	72987006	72987285	6.624121312
rw6	73384160	73384471	6.351749041
rw6	73446236	73446525	2.821928095
rw6	7345880	7346124	6.743173983
rw6	73923032	73923245	5.875039431
rw6	74072710	74072931	6.624121312
rw6	74104627	74104977	6.332890014
rw6	74337472	74337670	5.757387843
rw6	74755517	74755833	5.999845887
rw6	74808074	74808801	6.14385619
rw6	75307511	75307703	5.608524457
rw6	76031140	76031560	4.281359714
rw6	7622764	7623184	6.738404739
rw6	76261786	76261997	5.186500527
rw6	76413188	76413450	6.23470962
rw6	76648266	76648544	7.111024797
rw6	76686965	76687244	6.896604781
rw6	7673337	7673682	5.857552005
rw6	7717377	7717668	3.084962501
rw6	77189264	77189577	4.172425342
rw6	77463333	77463638	6.709453366
rw6	77586198	77586619	5.709453366
rw6	78067007	78067285	5.689824559
rw6	79265666	79265882	7.027477006
rw6	7961970	7962179	6.424812504
rw6	8022844	8023143	3.45419631
rw6	80521913	80522240	6.991853096
rw6	80591000	80591315	6.63442632
rw6	80825278	80825516	5.608524457
rw6	8085449	8085624	5.186500527
rw6	81188427	81188735	5.5
rw6	8119319	8119620	5.866322214
rw6	81834813	81835040	2.5
rw6	82085187	82085567	5.991853096
rw6	83208052	83208348	4.909390936
rw6	83269884	83270350	4.522367813
rw6	83676088	83676359	3.307354922
rw6	83902575	83902964	5.794620749
rw6	84028086	84028810	5.320178962
rw6	84147542	84147718	6.442514505
rw6	84521287	84521690	4.357980995
rw6	84729779	84730143	5.892317423
rw6	84732395	84732621	6.56608919
rw6	84827272	84827674	5.892317423
rw6	84954857	84955275	6.207359132
rw6	85091577	85091901	5.382643049
rw6	85255126	85255483	5.394817763
rw6	85474074	85474419	6.092457037
rw6	86482094	86482400	5.917852515
rw6	86921613	86922122	4.281359714
rw6	87459516	87460109	5.544394119
rw6	87518187	87518787	4.14385619
rw6	87719611	87720038	4.689824559
rw6	87720127	87720574	3.357980995
rw6	87864930	87865250	6.376516947
rw6	88117991	88118339	5.307354922
rw6	88164639	88165001	6.069855608
rw6	88320187	88320553	4.64974712
rw6	88353797	88354040	4.857552005
rw6	88442908	88443337	6.207359132
rw6	88563414	88563629	6.835390355
rw6	88757857	88758060	4.56608919
rw6	88777947	88778364	6.644658243
rw6	88783941	88784190	2.587462841
rw6	88823280	88823636	4.72881869
rw6	89029103	89029391	2.5
rw6	89116271	89116687	6.618941073
rw6	89218045	89218333	3.709453366
rw6	89827485	89827897	6.592757141
rw6	89961809	89962026	6.883704292
rw6	90022434	90022868	6.639551352
rw6	90329431	90329786	6.37036472
rw6	90640255	90640632	6.674925683
rw6	9075141	9075611	5.307354922
rw6	91005911	91006300	5.917852515
rw6	91237629	91237903	3.45419631
rw6	91295870	91296141	2.587462841
rw6	91983049	91983341	5.639551352
rw6	92808037	92808337	3.785402219
rw6	92910644	92911104	6.092457037
rw6	93435185	93435564	6.313781191
rw6	93933754	93934090	3.14385619
rw6	94024607	94024909	3.200439718
