#chr	start	end	value	options
rw17	7312659	7315339	1700.7	stroke_color=dgreen
rw1	121167646	121186896	1701.3	stroke_color=dgreen
rw3	70954714	71583989	1701.3	stroke_color=dgreen
rw11	66521379	66546200	1701.5	stroke_color=dgreen
rw19	4324043	4338877	1701.7	stroke_color=dgreen
rw11	57657744	57661865	1702.3	stroke_color=dgreen
rw17	45132600	45144181	1702.3	stroke_color=dgreen
rw18	214520	268059	1702.3	stroke_color=dgreen
rw14	52775193	52791668	1704.6	stroke_color=dgreen
rw1	27098809	27155130	1705.1	stroke_color=dgreen
rw15	72241181	72272583	1705.1	stroke_color=dgreen
rw3	150741123	150763476	1705.2	stroke_color=dgreen
rw14	93207056	93229215	1706.8	stroke_color=dgreen
rw1	20633455	20651511	1708	stroke_color=dgreen
rw8	124488494	124539088	1708.1	stroke_color=dgreen
rw1	160343273	160358952	1708.7	stroke_color=dgreen
rw1	207752038	207795516	1710	stroke_color=dgreen
rw2	85602842	85649284	1711.2	stroke_color=dgreen
rw9	109171974	109320964	1711.8	stroke_color=dgreen
rw17	76527348	76557597	1712.2	stroke_color=dgreen
rw15	34856351	34969794	1712.3	stroke_color=dgreen
rw11	119308524	119317130	1713	stroke_color=dgreen
rw9	128945530	128947733	1713	stroke_color=dgreen
rw19	531719	542088	1714.2	stroke_color=dgreen
rw9	96313437	96383710	1714.2	stroke_color=dgreen
rw5	76716043	76735770	1714.4	stroke_color=dgreen
rw9	136494444	136545786	1714.8	stroke_color=dgreen
rw5	132481609	132490777	1715	stroke_color=dgreen
rw6	96889311	96897891	1715.1	stroke_color=dgreen
rw8	30578514	30658241	1715.5	stroke_color=dgreen
rw5	178130532	178148570	1716.6	stroke_color=dgreen
rw2	120217471	120223408	1716.9	stroke_color=dgreen
rw1	156212988	156240077	1717.1	stroke_color=dgreen
rw1	156212988	156240077	1717.1	stroke_color=dgreen
rw4	849277	932390	1717.1	stroke_color=dgreen
rw16	89948697	89968060	1719.6	stroke_color=dgreen
rw8	21919669	22006585	1720.6	stroke_color=dgreen
rw4	54008373	54065427	1721.4	stroke_color=dgreen
rw16	67277820	67289500	1721.6	stroke_color=dgreen
rw17	39688084	39728662	1721.8	stroke_color=dgreen
rw19	3572945	3579083	1721.8	stroke_color=dgreen
rw19	55485190	55487568	1722.4	stroke_color=dgreen
rw11	46332905	46380554	1722.7	stroke_color=dgreen
rw20	62804825	62814000	1723	stroke_color=dgreen
rw9	35697337	35732395	1723.5	stroke_color=dgreen
rw19	49861203	49867565	1723.8	stroke_color=dgreen
rw14	93237550	93333092	1724.7	stroke_color=dgreen
rw6	52497402	52577064	1725.3	stroke_color=dgreen
rw18	63389190	63422519	1725.5	stroke_color=dgreen
rw9	135462718	135472249	1726	stroke_color=dgreen
rw13	106543314	106568166	1726.1	stroke_color=dgreen
rw11	86244544	86285420	1727	stroke_color=dgreen
rw20	46349528	46364458	1727.5	stroke_color=dgreen
rw12	6723984	6731875	1727.6	stroke_color=dgreen
rw2	233059967	233207903	1727.7	stroke_color=dgreen
rw19	4174109	4182599	1727.8	stroke_color=dgreen
rw11	126303752	126345754	1728.5	stroke_color=dgreen
rw20	64073181	64080003	1728.7	stroke_color=dgreen
rw1	151291797	151327715	1729.8	stroke_color=dgreen
rw11	62690262	62709619	1730.9	stroke_color=dgreen
rw10	68473387	68527523	1731.2	stroke_color=dgreen
rw9	37485935	37503697	1731.5	stroke_color=dgreen
rw19	10486120	10503378	1731.9	stroke_color=dgreen
rw6	37005647	37029070	1732.1	stroke_color=dgreen
rw1	193012366	193060107	1732.2	stroke_color=dgreen
rw11	59636716	59669040	1732.4	stroke_color=dgreen
rw2	86199355	86213794	1733.6	stroke_color=dgreen
rw1	25884186	25906877	1734.1	stroke_color=dgreen
rw18	670324	712662	1735.1	stroke_color=dgreen
rw7	23105734	23175421	1735.3	stroke_color=dgreen
rw14	103629188	103701551	1735.4	stroke_color=dgreen
rw7	2251770	2314475	1736.3	stroke_color=dgreen
rw17	82380823	82383611	1736.4	stroke_color=dgreen
rw15	88467453	88478630	1737.1	stroke_color=dgreen
rw5	134758734	134831138	1737.6	stroke_color=dgreen
rw15	67200675	67255198	1738.2	stroke_color=dgreen
rw8	125430321	125438405	1740.7	stroke_color=dgreen
rw8	73976142	73982783	1743.2	stroke_color=dgreen
rw17	59697306	59707495	1743.4	stroke_color=dgreen
rw17	7014737	7017524	1743.7	stroke_color=dgreen
rw10	110207605	110287365	1744	stroke_color=dgreen
rw6	159800249	159820704	1744.2	stroke_color=dgreen
rw16	69311384	69325043	1744.3	stroke_color=dgreen
rw1	16985958	17011972	1746.9	stroke_color=dgreen
rw19	40799143	40808441	1747.5	stroke_color=dgreen
rw17	75266228	75271292	1748.1	stroke_color=dgreen
rw14	24265538	24271627	1749.3	stroke_color=dgreen
rw6	7107597	7251980	1750.1	stroke_color=dgreen
rw15	52004265	52066265	1751	stroke_color=dgreen
rw17	64542282	64662268	1751.8	stroke_color=dgreen
rw3	49007204	49015953	1752.7	stroke_color=dgreen
rw10	69180204	69209098	1752.9	stroke_color=dgreen
rw1	183472371	183554193	1753.1	stroke_color=dgreen
rw19	54137689	54155708	1754.9	stroke_color=dgreen
rw6	70667771	70862015	1755.9	stroke_color=dgreen
rw2	240435698	240468078	1756.2	stroke_color=dgreen
rw6	109366514	109382559	1756.6	stroke_color=dgreen
rw5	38845858	38945579	1757.3	stroke_color=dgreen
rw9	110873261	111039243	1757.4	stroke_color=dgreen
rw17	50133735	50151022	1757.5	stroke_color=dgreen
rw11	70203163	70207402	1759.7	stroke_color=dgreen
rw22	19330701	19431696	1760.1	stroke_color=dgreen
rw11	65333754	65352980	1761.8	stroke_color=dgreen
rw16	84053761	84116943	1761.8	stroke_color=dgreen
rw11	112143251	112164117	1761.9	stroke_color=dgreen
rw20	37693955	37872129	1763.6	stroke_color=dgreen
rw1	145911348	145918924	1763.9	stroke_color=dgreen
rw17	29573469	29589592	1764.2	stroke_color=dgreen
rw9	94726604	95147311	1765.4	stroke_color=dgreen
rw11	66480013	66509659	1766.5	stroke_color=dgreen
rw17	76243188	76263848	1766.8	stroke_color=dgreen
rw18	23452823	23483140	1768.4	stroke_color=dgreen
rw5	74627406	74641424	1769.5	stroke_color=dgreen
rw20	49245897	49278244	1770.1	stroke_color=dgreen
rw20	62841014	62861763	1770.2	stroke_color=dgreen
rw4	2469068	2515859	1770.4	stroke_color=dgreen
rw15	65553081	65553187	1770.6	stroke_color=dgreen
rw11	61430125	61446767	1770.8	stroke_color=dgreen
rw1	44221070	44355279	1773.2	stroke_color=dgreen
rw16	1333605	1349441	1773.6	stroke_color=dgreen
rw12	54369129	54391305	1774.4	stroke_color=dgreen
rw8	144837978	144853640	1775.1	stroke_color=dgreen
rw5	179920270	180072130	1775.2	stroke_color=dgreen
rw7	130486175	130506297	1775.8	stroke_color=dgreen
rw21	32601674	32612608	1776.6	stroke_color=dgreen
rw16	67229389	67247522	1776.8	stroke_color=dgreen
rw11	61333182	61353139	1777.6	stroke_color=dgreen
rw1	6634168	6701906	1777.7	stroke_color=dgreen
rw11	76782313	76798154	1778.1	stroke_color=dgreen
rw8	143790920	143815379	1779	stroke_color=dgreen
rw19	40447784	40465818	1781	stroke_color=dgreen
rw17	74748612	74769360	1782	stroke_color=dgreen
rw12	56521824	56596196	1782.9	stroke_color=dgreen
rw12	122865328	122896220	1784.5	stroke_color=dgreen
rw3	48564073	48595302	1784.6	stroke_color=dgreen
rw3	112990482	113001374	1784.9	stroke_color=dgreen
rw19	53991149	54012666	1785.3	stroke_color=dgreen
rw7	1815792	2232948	1785.5	stroke_color=dgreen
rw4	109709989	109730086	1786	stroke_color=dgreen
rw19	55452978	55461682	1786.4	stroke_color=dgreen
rw6	87499347	87590017	1786.5	stroke_color=dgreen
rw14	20457853	20461612	1787	stroke_color=dgreen
rw17	59181320	59183020	1787.6	stroke_color=dgreen
rw8	109334323	109345960	1788.1	stroke_color=dgreen
rw11	706120	727727	1788.3	stroke_color=dgreen
rw16	1972063	1978750	1789.5	stroke_color=dgreen
rw17	43398985	43401136	1790.2	stroke_color=dgreen
rw21	43053191	43076868	1791.6	stroke_color=dgreen
rw20	44619522	44652233	1792.1	stroke_color=dgreen
rw17	44205033	44221626	1792.9	stroke_color=dgreen
rw2	69013144	69249327	1793.2	stroke_color=dgreen
rw20	34714774	34825630	1793.3	stroke_color=dgreen
rw2	127048023	127107400	1795.9	stroke_color=dgreen
rw1	44404783	44651724	1797.3	stroke_color=dgreen
rw16	56451417	56477495	1799.8	stroke_color=dgreen
rw8	140658382	141001313	1800.1	stroke_color=dgreen
rw19	2476125	2478259	1801	stroke_color=dgreen
rw6	30184453	30213494	1801	stroke_color=dgreen
rw11	867859	915058	1803.2	stroke_color=dgreen
rw4	37891084	38139175	1803.7	stroke_color=dgreen
rw11	102110254	102233423	1805.3	stroke_color=dgreen
rw8	144412414	144418034	1806.6	stroke_color=dgreen
rw16	66598214	66696707	1806.9	stroke_color=dgreen
rw19	48954860	48961798	1807.3	stroke_color=dgreen
rw7	158730998	158829628	1807.5	stroke_color=dgreen
rw2	73762198	73780157	1807.6	stroke_color=dgreen
rw16	89644431	89657785	1808.1	stroke_color=dgreen
rw19	50466643	50476746	1808.1	stroke_color=dgreen
rw1	10474946	10630758	1810.2	stroke_color=dgreen
rw1	228457364	228457859	1810.4	stroke_color=dgreen
rw16	69339512	69343111	1810.5	stroke_color=dgreen
rw12	52065120	52069966	1811.6	stroke_color=dgreen
rw10	8045428	8075201	1812.1	stroke_color=dgreen
rw11	33084584	33161491	1812.2	stroke_color=dgreen
rw19	55229779	55258670	1812.8	stroke_color=dgreen
rw2	27130756	27134674	1813.1	stroke_color=dgreen
rw1	28147166	28193936	1814.4	stroke_color=dgreen
rw5	123023383	123036730	1814.6	stroke_color=dgreen
rw5	138139766	138178669	1816.2	stroke_color=dgreen
rw12	1690981	1788679	1816.7	stroke_color=dgreen
rw11	35662692	35811053	1818.2	stroke_color=dgreen
rw16	29790062	29805385	1818.4	stroke_color=dgreen
rw17	28357581	28363683	1819.4	stroke_color=dgreen
rw2	201556956	201558269	1819.5	stroke_color=dgreen
rw17	19335263	19378182	1820.5	stroke_color=dgreen
rw2	131592093	131609401	1821	stroke_color=dgreen
rw2	218136	264866	1821.1	stroke_color=dgreen
rw9	128309117	128322418	1821.2	stroke_color=dgreen
rw3	177020754	177197260	1821.5	stroke_color=dgreen
rw16	48360531	48448440	1821.6	stroke_color=dgreen
rw9	130172578	130237304	1823.2	stroke_color=dgreen
rw11	12674422	12944737	1823.4	stroke_color=dgreen
rw12	27958084	27972731	1825	stroke_color=dgreen
rw7	43926436	43956136	1825.1	stroke_color=dgreen
rw18	49822786	50195081	1825.8	stroke_color=dgreen
rw6	31494277	31511124	1826	stroke_color=dgreen
rw16	57735720	57757250	1827.1	stroke_color=dgreen
rw2	27628648	27650846	1827.2	stroke_color=dgreen
rw11	128458761	128587584	1827.4	stroke_color=dgreen
rw9	101468439	101481506	1829	stroke_color=dgreen
rw15	80581103	80581239	1830.6	stroke_color=dgreen
rw2	24766164	24767963	1830.9	stroke_color=dgreen
rw6	33391524	33410226	1831	stroke_color=dgreen
rw1	234372807	234373593	1832.1	stroke_color=dgreen
rw19	38303560	38315976	1833.9	stroke_color=dgreen
rw4	94451857	94668227	1834.7	stroke_color=dgreen
rw2	230712842	230821075	1835.7	stroke_color=dgreen
rw3	51933426	51941941	1835.8	stroke_color=dgreen
rw1	185296388	185317343	1837.1	stroke_color=dgreen
rw2	238170401	238203702	1837.8	stroke_color=dgreen
rw1	1471732	1509479	1839.3	stroke_color=dgreen
rw5	78002326	78294755	1839.5	stroke_color=dgreen
rw8	20197193	20221696	1839.5	stroke_color=dgreen
rw6	150143052	150250392	1840.3	stroke_color=dgreen
rw3	5122245	5180916	1841	stroke_color=dgreen
rw5	168292060	168472303	1841	stroke_color=dgreen
rw17	65009289	65056802	1842.4	stroke_color=dgreen
rw10	23095498	23122013	1843.1	stroke_color=dgreen
rw2	69893943	69905236	1843.8	stroke_color=dgreen
rw21	43565239	43565617	1844.2	stroke_color=dgreen
rw9	137086862	137109187	1846.5	stroke_color=dgreen
rw16	58157907	58197878	1846.7	stroke_color=dgreen
rw15	51829628	51912138	1847.4	stroke_color=dgreen
rw5	149271838	149343637	1848.4	stroke_color=dgreen
rw15	40694774	40732158	1850.8	stroke_color=dgreen
rw2	113215997	113278950	1851	stroke_color=dgreen
rw20	58651253	58679526	1852.7	stroke_color=dgreen
rw17	28744005	28750958	1852.8	stroke_color=dgreen
rw13	110641410	110713601	1853	stroke_color=dgreen
rw10	806914	988323	1853.1	stroke_color=dgreen
rw11	73876699	73927736	1853.1	stroke_color=dgreen
rw15	83016423	83067434	1853.1	stroke_color=dgreen
rw11	8947201	8965011	1854.5	stroke_color=dgreen
rw5	110738136	110765161	1854.9	stroke_color=dgreen
rw16	84699949	84779922	1855.8	stroke_color=dgreen
rw22	38201932	38216511	1856.4	stroke_color=dgreen
rw5	154857975	154876792	1856.9	stroke_color=dgreen
rw17	18315280	18328056	1857	stroke_color=dgreen
rw20	63528413	63537370	1857.5	stroke_color=dgreen
rw1	45329242	45340470	1858.4	stroke_color=dgreen
rw22	38685543	38701418	1858.5	stroke_color=dgreen
rw5	64718148	64768731	1858.8	stroke_color=dgreen
rw5	37291633	37371455	1859.4	stroke_color=dgreen
rw6	37819496	38154624	1860	stroke_color=dgreen
rw3	47413694	47477126	1860.4	stroke_color=dgreen
rw9	112173414	112174013	1862.8	stroke_color=dgreen
rw2	219178217	219185475	1863	stroke_color=dgreen
rw2	30447226	30644225	1864.7	stroke_color=dgreen
rw7	75878999	75888926	1865.1	stroke_color=dgreen
rw20	62877734	62937952	1865.9	stroke_color=dgreen
rw4	17577304	17607967	1866.1	stroke_color=dgreen
rw14	99397746	99481418	1866.3	stroke_color=dgreen
rw16	48538726	48610214	1866.6	stroke_color=dgreen
rw5	37379289	37752674	1866.7	stroke_color=dgreen
rw5	154887416	154938216	1867.9	stroke_color=dgreen
rw13	114234845	114272675	1868.1	stroke_color=dgreen
rw11	67506490	67508728	1868.4	stroke_color=dgreen
rw2	70295976	70302088	1869.1	stroke_color=dgreen
rw2	226731317	226798790	1871.3	stroke_color=dgreen
rw1	231241173	231277973	1871.6	stroke_color=dgreen
rw7	94656325	94669695	1871.9	stroke_color=dgreen
rw17	8288387	8290092	1872.5	stroke_color=dgreen
rw15	42491244	42533061	1873	stroke_color=dgreen
rw19	43646095	43670346	1873.3	stroke_color=dgreen
rw10	101784443	101818709	1876.2	stroke_color=dgreen
rw5	132750817	132778284	1877	stroke_color=dgreen
rw10	62804756	62808479	1877.7	stroke_color=dgreen
rw17	82051351	82057470	1877.7	stroke_color=dgreen
rw9	115019575	115118257	1878.8	stroke_color=dgreen
rw16	3024031	3027755	1880.9	stroke_color=dgreen
rw15	75598083	75626378	1881.5	stroke_color=dgreen
rw1	26879382	26890378	1881.8	stroke_color=dgreen
rw19	7534152	7561767	1882	stroke_color=dgreen
rw19	647526	663313	1882.8	stroke_color=dgreen
rw5	72816591	72914388	1884.1	stroke_color=dgreen
rw11	82824367	82901691	1884.3	stroke_color=dgreen
rw10	129467190	129768042	1884.5	stroke_color=dgreen
rw5	119452443	119542335	1886.6	stroke_color=dgreen
rw3	119821321	120094417	1887	stroke_color=dgreen
rw11	64852727	64879713	1888.6	stroke_color=dgreen
rw7	137874979	138002101	1888.9	stroke_color=dgreen
rw16	23557541	23574394	1889.3	stroke_color=dgreen
rw1	89821014	89936432	1889.4	stroke_color=dgreen
rw17	44924711	44947745	1889.4	stroke_color=dgreen
rw7	100320640	100336307	1890.1	stroke_color=dgreen
rw8	8317736	8386443	1890.8	stroke_color=dgreen
rw8	145052438	145065864	1891.1	stroke_color=dgreen
rw20	21303304	21389825	1892.5	stroke_color=dgreen
rw20	13714322	13784933	1892.6	stroke_color=dgreen
rw1	120155942	120176521	1893.6	stroke_color=dgreen
rw17	27294080	27313844	1894.8	stroke_color=dgreen
rw14	69767095	69772005	1895.3	stroke_color=dgreen
rw2	9423537	9473110	1895.6	stroke_color=dgreen
rw3	47802909	47850196	1896.1	stroke_color=dgreen
rw10	103870258	103918287	1896.3	stroke_color=dgreen
rw12	74537771	74541452	1896.6	stroke_color=dgreen
rw12	15911172	16037381	1897.3	stroke_color=dgreen
rw16	57092543	57148369	1897.6	stroke_color=dgreen
rw19	46346994	46390975	1898.2	stroke_color=dgreen
rw19	54173412	54189882	1898.4	stroke_color=dgreen
rw15	67065627	67195195	1899.4	stroke_color=dgreen
rw16	48244167	48353979	1899.9	stroke_color=dgreen
rw5	32354350	32444761	1900.1	stroke_color=dgreen
rw3	52685920	52694497	1900.3	stroke_color=dgreen
rw22	41833079	41907308	1900.9	stroke_color=dgreen
rw19	39445546	39476670	1901.2	stroke_color=dgreen
rw1	156525405	156572604	1901.8	stroke_color=dgreen
rw2	152335170	152649834	1904.3	stroke_color=dgreen
rw12	57782745	57802856	1906.3	stroke_color=dgreen
rw1	162790702	162812818	1907	stroke_color=dgreen
rw10	38310046	38333163	1907	stroke_color=dgreen
rw5	31400494	31532175	1908	stroke_color=dgreen
rw7	74231485	74254458	1908	stroke_color=dgreen
rw10	102245498	102382899	1909.4	stroke_color=dgreen
rw1	45627304	45688110	1909.9	stroke_color=dgreen
rw3	136250325	136330171	1910.3	stroke_color=dgreen
rw9	35099776	35103195	1910.4	stroke_color=dgreen
rw9	37779714	37785092	1912.1	stroke_color=dgreen
rw6	35833034	35921180	1912.4	stroke_color=dgreen
rw1	202961873	202967276	1913.1	stroke_color=dgreen
rw19	984328	994570	1913.1	stroke_color=dgreen
rw1	27830741	27851672	1914.3	stroke_color=dgreen
rw17	43170471	43211689	1914.7	stroke_color=dgreen
rw22	23971365	23979828	1916	stroke_color=dgreen
rw17	75667116	75708062	1916.6	stroke_color=dgreen
rw6	33291654	33299452	1918.3	stroke_color=dgreen
rw17	66964864	67033402	1918.9	stroke_color=dgreen
rw4	107989714	108035175	1919	stroke_color=dgreen
rw14	22598238	22612923	1920.9	stroke_color=dgreen
rw22	39529093	39532855	1921.3	stroke_color=dgreen
rw16	2047936	2088712	1923.1	stroke_color=dgreen
rw19	40230317	40285531	1923.2	stroke_color=dgreen
rw6	3693595	3694108	1923.4	stroke_color=dgreen
rw6	31958804	31969755	1923.9	stroke_color=dgreen
rw7	47275144	47582553	1926.1	stroke_color=dgreen
rw3	49277144	49340103	1926.2	stroke_color=dgreen
rw19	57389850	57402551	1926.8	stroke_color=dgreen
rw9	127907886	127917051	1926.8	stroke_color=dgreen
rw1	112674312	112700746	1927.4	stroke_color=dgreen
rw16	30761612	30802340	1927.8	stroke_color=dgreen
rw12	53210566	53232256	1928.2	stroke_color=dgreen
rw8	53715543	53843311	1929.3	stroke_color=dgreen
rw16	692500	705825	1929.9	stroke_color=dgreen
rw14	51489100	51730727	1931.8	stroke_color=dgreen
rw17	14069402	14217922	1932.2	stroke_color=dgreen
rw1	153357854	153361027	1932.3	stroke_color=dgreen
rw19	55634903	55643470	1933	stroke_color=dgreen
rw9	33461353	33473943	1933.5	stroke_color=dgreen
rw17	47967904	47981786	1934.1	stroke_color=dgreen
rw19	5623035	5668478	1934.8	stroke_color=dgreen
rw2	237966945	238042782	1935	stroke_color=dgreen
rw1	1335278	1349158	1935.6	stroke_color=dgreen
rw6	170575572	170584774	1935.8	stroke_color=dgreen
rw4	68310387	68350106	1936	stroke_color=dgreen
rw1	151540300	151583583	1937.5	stroke_color=dgreen
rw7	4644691	4771443	1938.1	stroke_color=dgreen
rw12	46183055	46269425	1939.1	stroke_color=dgreen
rw10	71964362	72013564	1939.5	stroke_color=dgreen
rw1	26225320	26229840	1940.5	stroke_color=dgreen
rw11	121452203	121633762	1940.8	stroke_color=dgreen
rw12	6328757	6342117	1940.9	stroke_color=dgreen
rw6	3254449	3303019	1941.2	stroke_color=dgreen
rw6	8073360	8102595	1943.6	stroke_color=dgreen
rw2	95402691	95416609	1944.1	stroke_color=dgreen
rw22	38290691	38318084	1944.1	stroke_color=dgreen
rw18	80109031	80140348	1944.9	stroke_color=dgreen
rw1	184051651	184095846	1945.2	stroke_color=dgreen
rw16	74999017	75110994	1947.2	stroke_color=dgreen
rw11	110429937	110464884	1947.6	stroke_color=dgreen
rw11	6612766	6619461	1947.6	stroke_color=dgreen
rw3	23203007	23590805	1947.6	stroke_color=dgreen
rw11	61130256	61161444	1947.7	stroke_color=dgreen
rw9	93096129	93113283	1947.7	stroke_color=dgreen
rw15	101175723	101251932	1947.9	stroke_color=dgreen
rw8	30678061	30727969	1947.9	stroke_color=dgreen
rw19	2785508	2813601	1948.5	stroke_color=dgreen
rw20	63587602	63627028	1950.1	stroke_color=dgreen
rw2	238847934	238910548	1950.7	stroke_color=dgreen
rw21	41167801	41282534	1950.8	stroke_color=dgreen
rw7	151076620	151080883	1951	stroke_color=dgreen
rw9	129812942	129824245	1951	stroke_color=dgreen
rw4	102501329	102617302	1951.9	stroke_color=dgreen
rw9	131523796	131531275	1952.4	stroke_color=dgreen
rw4	98470367	98658661	1952.6	stroke_color=dgreen
rw1	98661662	98760500	1952.7	stroke_color=dgreen
rw12	55752463	55817756	1953.8	stroke_color=dgreen
rw9	133761894	133992374	1956	stroke_color=dgreen
rw4	176683534	176792745	1957	stroke_color=dgreen
rw6	53057783	53100873	1957.3	stroke_color=dgreen
rw17	45111640	45132533	1957.8	stroke_color=dgreen
rw5	138187648	138213343	1960.4	stroke_color=dgreen
rw14	74763322	74837310	1961.3	stroke_color=dgreen
rw12	109553715	109573553	1964.9	stroke_color=dgreen
rw16	29962030	29973052	1966.1	stroke_color=dgreen
rw2	97655939	97664098	1966.8	stroke_color=dgreen
rw19	1554669	1568058	1967.1	stroke_color=dgreen
rw7	5454465	5513805	1967.3	stroke_color=dgreen
rw19	11322046	11339668	1969.4	stroke_color=dgreen
rw6	127968779	128520847	1970.4	stroke_color=dgreen
rw3	51391268	51397908	1970.8	stroke_color=dgreen
rw2	95087207	95122009	1971	stroke_color=dgreen
rw7	35800986	35915763	1971.2	stroke_color=dgreen
rw9	127935095	127938484	1977	stroke_color=dgreen
rw3	101573534	101594437	1977.1	stroke_color=dgreen
rw5	138337535	138349729	1977.4	stroke_color=dgreen
rw20	297563	300321	1979.6	stroke_color=dgreen
rw2	36552239	36598190	1980.6	stroke_color=dgreen
rw15	90930008	90954093	1981.5	stroke_color=dgreen
rw8	140511298	140517153	1982.3	stroke_color=dgreen
rw6	30914208	30926459	1983	stroke_color=dgreen
rw11	118359581	118399211	1983.1	stroke_color=dgreen
rw17	15999380	16029409	1983.2	stroke_color=dgreen
rw4	109815510	109824737	1983.7	stroke_color=dgreen
rw20	46118250	46129745	1984.2	stroke_color=dgreen
rw11	73850265	73851210	1985.1	stroke_color=dgreen
rw14	69398379	69468403	1986.5	stroke_color=dgreen
rw16	2429394	2458858	1988	stroke_color=dgreen
rw10	112425439	112447234	1988.3	stroke_color=dgreen
rw5	154190735	154420984	1990.5	stroke_color=dgreen
rw17	48830988	48865245	1990.6	stroke_color=dgreen
rw1	43450607	43455882	1991.9	stroke_color=dgreen
rw15	90998416	91022621	1991.9	stroke_color=dgreen
rw6	143494812	143511883	1992	stroke_color=dgreen
rw14	89954935	90044764	1992.4	stroke_color=dgreen
rw20	646615	653370	1993.5	stroke_color=dgreen
rw16	2155753	2178129	1995	stroke_color=dgreen
rw10	73744281	73772175	1997	stroke_color=dgreen
rw1	225401502	225428855	1998.8	stroke_color=dgreen
rw1	28369582	28500369	1998.8	stroke_color=dgreen
rw1	145824069	145844402	1998.8	stroke_color=dgreen
rw9	33041852	33076716	1998.9	stroke_color=dgreen
rw4	154534997	154550433	1999.4	stroke_color=dgreen
rw1	43705824	43931165	1999.5	stroke_color=dgreen
rw8	100150611	100154002	2000.3	stroke_color=dgreen
rw2	219219380	219229688	2000.4	stroke_color=dgreen
rw11	119096503	119102414	2000.8	stroke_color=dgreen
rw10	80454278	80522635	2000.9	stroke_color=dgreen
rw16	15643267	15726353	2001.1	stroke_color=dgreen
rw6	32840717	32844935	2003.9	stroke_color=dgreen
rw5	204760	218182	2004.1	stroke_color=dgreen
rw7	107923801	108003359	2005	stroke_color=dgreen
rw5	863735	892824	2005.9	stroke_color=dgreen
rw22	23786963	23834518	2006.8	stroke_color=dgreen
rw1	161118072	161125445	2008.3	stroke_color=dgreen
rw3	113716460	113746273	2009.3	stroke_color=dgreen
rw2	38778185	38782456	2009.6	stroke_color=dgreen
rw3	38138478	38143022	2009.7	stroke_color=dgreen
rw14	73711783	73714425	2010.3	stroke_color=dgreen
rw16	81445170	81711762	2010.5	stroke_color=dgreen
rw9	32384603	32450836	2010.7	stroke_color=dgreen
rw17	77088643	77217101	2011.1	stroke_color=dgreen
rw5	151100706	151157882	2011.7	stroke_color=dgreen
rw1	40258050	40294184	2012.3	stroke_color=dgreen
rw10	26697424	26748564	2012.4	stroke_color=dgreen
rw3	9397700	9478154	2013.7	stroke_color=dgreen
rw10	68898972	68946847	2013.9	stroke_color=dgreen
rw1	224183208	224193441	2015.6	stroke_color=dgreen
rw1	228106679	228110953	2015.7	stroke_color=dgreen
rw12	121020292	121039242	2016.4	stroke_color=dgreen
rw2	167954020	168247595	2017.3	stroke_color=dgreen
rw13	77001339	77027196	2018	stroke_color=dgreen
rw5	102755276	103031105	2018	stroke_color=dgreen
rw9	33252471	33264761	2018.5	stroke_color=dgreen
rw1	151197954	151249535	2019.5	stroke_color=dgreen
rw7	65960684	65982314	2022.5	stroke_color=dgreen
rw19	3136032	3163769	2023.3	stroke_color=dgreen
rw13	113177539	113209466	2024.1	stroke_color=dgreen
rw19	14091688	14117747	2024.7	stroke_color=dgreen
rw17	2406981	2415436	2026.2	stroke_color=dgreen
rw3	44915261	44976182	2027	stroke_color=dgreen
rw1	3889133	3900293	2028.6	stroke_color=dgreen
rw12	132687606	132704991	2028.8	stroke_color=dgreen
rw14	58408494	58427614	2029.2	stroke_color=dgreen
rw9	93443332	93453592	2029.2	stroke_color=dgreen
rw2	101271219	101308716	2029.4	stroke_color=dgreen
rw8	66429028	66430733	2030	stroke_color=dgreen
rw1	206684912	206734285	2030.4	stroke_color=dgreen
rw12	108522214	108561389	2030.6	stroke_color=dgreen
rw1	245749340	246507342	2030.9	stroke_color=dgreen
rw11	35943981	36232136	2031.1	stroke_color=dgreen
rw8	144291588	144314722	2031.3	stroke_color=dgreen
rw2	30910465	31161688	2032.6	stroke_color=dgreen
rw19	12672858	12681887	2035.6	stroke_color=dgreen
rw11	64226258	64230269	2036.3	stroke_color=dgreen
rw10	96518110	96587052	2036.6	stroke_color=dgreen
rw3	53885199	53891962	2037.9	stroke_color=dgreen
rw9	97633423	97673748	2038.2	stroke_color=dgreen
rw17	37488561	37513501	2040.1	stroke_color=dgreen
rw2	203327874	203432173	2040.2	stroke_color=dgreen
rw11	65717673	65720938	2040.3	stroke_color=dgreen
rw22	23180365	23318037	2042.5	stroke_color=dgreen
rw22	29306618	29312789	2042.5	stroke_color=dgreen
rw16	31131433	31135830	2044.6	stroke_color=dgreen
rw16	53703963	54114467	2045	stroke_color=dgreen
rw1	225486832	225661676	2045.8	stroke_color=dgreen
rw10	87659719	87747705	2045.9	stroke_color=dgreen
rw20	10404780	10434239	2046.1	stroke_color=dgreen
rw6	41907847	41933046	2046.2	stroke_color=dgreen
rw15	40694774	40732158	2046.7	stroke_color=dgreen
rw15	34229996	34338064	2047.2	stroke_color=dgreen
rw11	119638098	119728725	2047.9	stroke_color=dgreen
rw6	52671086	52686588	2048.3	stroke_color=dgreen
rw9	128322512	128334072	2050.1	stroke_color=dgreen
rw2	105744942	105894274	2052.3	stroke_color=dgreen
