#rw	start	end	rv	start	end
rw14	20415261	20415517	rv14	20415123	20415642
rw11	5106988	5107208	rv11	5106825	5107253
rw11	56407977	56408249	rv11	56407883	56408471
rw11	55667547	55667749	rv11	55667249	55667793
rw7	103814330	103814588	rv7	103814123	103814757
rw22	31219022	31219288	rv22	31218593	31219349
rw3	31719110	31719616	rv3	31719027	31720019
rw3	125314785	125315024	rv3	125314370	125315107
rw18	21911164	21911676	rv18	21911216	21911964
rw12	76859054	76859374	rv12	76858906	76859617
rw6	108395861	108396280	rv6	108396266	108397205
rw14	57264526	57264855	rv14	57263705	57266190
rw14	57283280	57283580	rv14	57283226	57284695
rw14	57264979	57265398	rv14	57263705	57266190
rw20	18052392	18052685	rv20	18052256	18052904
rw20	18036698	18037128	rv20	18035836	18037855
rw10	74798344	74798735	rv10	74798269	74799531
rw11	73607397	73607684	rv11	73607480	73609352
rw8	101802946	101803185	rv8	101802708	101803427
rwX	90260891	90261132	rvX	90260698	90261436
rw14	23798226	23798543	rv14	23797962	23799137
rw6	34482288	34482608	rv6	34481669	34483334
rw12	103293378	103293655	rv12	103293142	103294211
rw9	112430242	112430519	rv9	112430177	112430599
rw5	102137499	102137886	rv5	102137315	102137913
rw12	56724128	56724475	rv12	56724015	56724869
rw14	73729057	73729292	rv14	73727164	73729695
rw15	69565818	69566063	rv15	69565533	69566296
rw20	49358251	49358531	rv20	49357973	49359138
rw4	75944985	75945186	rv4	75944700	75945291
rw13	25084515	25084690	rv13	25084288	25084773
rw22	31740819	31741331	rv22	31740237	31741846
rw22	31760602	31760911	rv22	31760410	31761049
rw20	21685967	21686316	rv20	21686149	21687997
rw10	102486929	102487167	rv10	102486735	102487403
rw10	102508495	102508787	rv10	102507255	102510908
rw2	223155861	223156188	rv2	223155709	223156503
rw3	52709804	52710126	rv3	52709635	52710255
rw3	52717013	52717426	rv3	52716686	52717501
rw2	70275033	70275547	rv2	70274802	70275719
rwX	91729900	91730190	rvX	91729748	91730359
rw13	59198733	59199008	rv13	59198413	59199174
rwX	99360086	99360363	rvX	99359920	99360501
rw5	140891769	140892152	rv5	140891802	140894077
rw12	47396814	47397068	rv12	47396639	47397258
rw12	47605476	47605844	rv12	47605161	47606060
rw7	82946462	82946648	rv7	82946330	82946909
rw20	62879630	62880032	rv20	62879429	62880488
rw7	100199610	100200275	rv7	100199188	100200487
rw20	17103496	17103770	rv20	17103419	17103829
rw9	78678316	78678587	rv9	78678355	78680050
rw15	101892381	101892609	rv15	101892290	101892817
rw15	101850149	101850655	rv15	101846980	101851151
rw3	33976368	33976697	rv3	33976246	33976971
rw11	14737426	14737797	rv11	14737310	14738232
rw1	144909178	144909657	rv1	144909127	144909841
rw1	145075446	145076133	rv1	145075167	145076247
rw1	145026633	145027020	rv1	145026426	145027209
rw4	120508523	120508747	rv4	120508325	120508929
rw4	120479875	120480070	rv4	120479734	120480154
rw12	15134950	15135232	rv12	15134790	15135350
rw11	34802916	34803201	rv11	34802761	34803365
rw7	148743282	148743545	rv7	148743052	148743659
rw10	102778684	102778926	rv10	102777282	102779060
rw12	118568071	118568384	rv12	118567932	118569945
rw2	239204424	239205467	rv2	239203945	239206018
rw4	74810159	74810556	rv4	74809631	74810571
rw1	161084950	161085279	rv1	161084782	161085329
rw4	37766271	37766573	rv4	37766145	37766647
rw6	12664230	12664523	rv6	12664112	12664736
rw1	28705956	28706334	rv1	28705794	28707141
rw1	33837792	33838161	rv1	33837389	33839115
rw3	169903158	169903309	rv3	169902865	169903961
rw3	169903512	169903796	rv3	169902865	169903961
rwX	22040805	22041201	rvX	22040668	22041308
rwX	18881134	18881415	rvX	18880857	18881716
rw7	77451624	77452022	rv7	77450820	77452906
rw10	13331915	13332118	rv10	13330976	13332128
rw10	13317716	13317914	rv10	13317505	13318128
rw1	151290928	151291211	rv1	151290318	151291264
rw15	55632301	55632627	rv15	55632326	55632907
rw12	18551816	18552145	rv12	18551727	18552252
rw10	23002240	23002490	rv10	23001843	23002587
rw17	10703299	10703709	rv17	10702942	10703727
rw17	1425302	1425640	rv17	1425017	1426031
rw5	134366428	134367130	rv5	134366296	134367737
rw7	47895152	47895470	rv7	47895006	47896061
rw8	110510349	110510686	rv8	110510186	110510805
rw15	21020409	21020608	rv15	21019509	21023025
rw15	21021797	21022092	rv15	21019509	21023025
rw18	14641225	14641450	rv18	14640979	14641790
rw11	111249953	111250363	rv11	111249556	111250810
rw13	79182848	79183154	rv13	79182488	79184291
rw4	106370096	106370367	rv4	106369970	106370609
rw22	46529859	46530153	rv22	46529876	46531255
rw22	46528422	46528622	rv22	46528346	46529753
rw22	46520058	46520692	rv22	46518361	46520779
rw19	49635106	49635348	rv19	49632014	49635670
rw11	7665945	7666192	rv11	7665669	7666463
rw5	138346435	138347024	rv5	138346236	138347387
rw19	38663476	38663717	rv19	38663503	38665522
rw20	1874242	1874638	rv20	1874103	1875096
rw4	1708582	1708932	rv4	1708190	1709245
rw16	68002952	68003263	rv16	68002629	68004631
rw20	44658403	44658753	rv20	44656815	44659894
rw10	61365522	61365882	rv10	61365453	61366061
rw10	61438301	61438494	rv10	61438246	61438773
rw11	22365005	22365333	rv11	22364787	22365741
rw9	4537240	4537570	rv9	4536980	4537674
rw1	53583799	53583978	rv1	53583257	53584070
rw8	42463291	42463546	rv8	42463071	42463753
rw11	64368264	64368630	rv11	64367897	64368713
rw11	64981548	64981984	rv11	64980478	64982070
rw6	3396778	3397070	rv6	3396551	3397531
rw5	131681604	131681917	rv5	131681294	131682199
rw20	19061448	19061768	rv20	19061338	19061830
rw4	186047660	186047823	rv4	186047059	186049447
rw1	156157245	156157441	rv1	156156994	156157683
rw7	107470062	107470364	rv7	107469945	107470467
rw6	134388826	134389094	rv6	134388579	134389239
rw12	40372571	40372858	rv12	40371968	40372921
rw1	9123748	9124051	rv1	9123303	9124321
rw1	101388605	101388808	rv1	101388465	101388982
rw3	112290833	112291161	rv3	112290457	112291211
rw6	9075141	9075611	rv6	9075194	9075954
rw2	26991746	26992105	rv2	26991780	26992532
rw17	70901727	70902222	rv17	70901563	70902750
rw3	125775308	125775580	rv3	125773530	125776104
rw1	8403005	8403381	rv1	8403020	8404311
rw2	74511040	74511657	rv2	74511107	74512123
rw12	51896662	51896884	rv12	51896018	51897374
rw12	51825841	51826188	rv12	51825763	51826693
rw5	1160825	1161327	rv5	1160359	1163227
rw5	1446551	1446865	rv5	1445630	1447202
rw19	33706534	33706891	rv19	33706378	33707453
rw4	138987858	138988264	rv4	138987989	138988489
rw4	139529804	139530012	rv4	139529524	139530288
rw14	70653692	70654066	rv14	70653489	70654963
rw5	101056709	101056988	rv5	101056483	101057161
rw10	98947835	98948206	rv10	98947767	98948488
rw15	67023466	67023768	rv15	67023312	67023991
rw3	160149822	160150080	rv3	160149571	160150285
rw4	25920494	25920825	rv4	25920143	25921147
rw7	128828005	128828435	rv7	128827889	128828973
rw6	169143347	169143953	rv6	169143598	169144624
rw4	90548276	90548557	rv4	90548155	90548764
rw17	47012629	47012840	rv17	47012349	47013075
rw8	51599424	51599692	rv8	51599284	51599867
rw11	65601004	65601399	rv11	65600571	65601633
rw14	35042041	35042377	rv14	35041767	35042379
rw12	53516361	53516868	rv12	53516418	53517241
rw20	35461661	35462483	rv20	35461633	35462659
rw10	109360613	109360890	rv10	109360378	109361002
rw13	112726692	112727348	rv13	112725820	112728604
rw13	112758954	112759380	rv13	112758354	112760674
rw20	301792	301980	rv20	301510	302021
rw3	137477970	137478279	rv3	137477747	137478479
rw13	95411171	95411565	rv13	95411174	95411830
rw11	16488213	16488494	rv11	16488005	16488625
rw11	16597657	16597882	rv11	16597530	16597901
rw11	16223202	16223512	rv11	16223089	16223616
rw2	231325326	231325687	rv2	231325229	231325851
rw2	215156038	215156361	rv2	215155882	215156450
rw1	118965324	118965845	rv1	118965443	118966087
rw20	34186760	34187261	rv20	34186902	34192641
rwX	141940701	141941022	rvX	141940399	141941248
rw13	24865931	24866222	rv13	24865651	24866364
rw13	24546109	24546436	rv13	24546362	24547378
rw9	39528259	39528593	rv9	39528139	39528664
rw9	39349806	39350402	rv9	39349757	39350493
rw9	39599674	39599934	rv9	39599577	39600029
rw9	41494771	41495110	rv9	41494684	41495438
rw9	84477108	84477395	rv9	84477009	84477884
rw17	43339689	43340208	rv17	43338593	43340300
rw4	124105680	124105881	rv4	124105588	124106155
rw7	44857902	44858293	rv7	44857789	44858802
rw4	159655934	159656246	rv4	159655819	159656571
rw3	160688570	160688767	rv3	160688272	160689012
rw19	45905656	45906035	rv19	45905481	45906306
rw2	182845655	182845945	rv2	182845513	182846075
rw7	113258476	113258792	rv7	113258340	113258814
rw7	113774528	113774782	rv7	113774384	113774908
rw7	94730153	94730427	rv7	94729940	94730654
rw2	11316684	11316964	rv2	11316285	11317090
rw17	74558388	74558667	rv17	74558204	74559197
rw11	82593569	82593923	rv11	82593411	82594186
rw11	45216144	45216458	rv11	45215988	45216684
rw8	70968708	70969122	rv8	70968706	70969922
rw1	14268754	14269061	rv1	14268568	14269188
rw7	151552264	151552645	rv7	151551104	151552982
rw17	64264866	64265505	rv17	64264801	64265976
rw19	11555170	11555611	rv19	11555390	11561172
rw14	30477130	30477433	rv14	30476864	30477672
rw14	30354215	30354395	rv14	30353924	30354468
rw14	30206277	30206524	rv14	30206057	30206713
rw8	48867673	48868048	rv8	48867193	48868161
rw5	35191197	35191471	rv5	35191058	35191755
rw5	35222124	35222400	rv5	35221987	35222589
rw1	111000659	111000932	rv1	111000469	111001227
rw17	18784578	18784805	rv17	18784227	18785163
rw22	45102820	45103253	rv22	45102840	45104717
rw22	45136054	45136450	rv22	45135895	45136883
rw1	171394763	171395192	rv1	171394375	171395233
rw16	2865216	2865550	rv16	2863905	2866006
rw11	86507330	86507663	rv11	86507243	86507889
rw15	55934000	55934425	rv15	55933950	55934741
rw15	55937379	55937633	rv15	55937076	55937874
rw10	73628676	73629510	rv10	73628682	73630673
rw10	104164934	104165253	rv10	104163444	104165730
rw5	71631022	71631302	rv5	71630823	71631468
rw9	98356575	98357025	rv9	98355800	98357443
rw10	16499218	16499552	rv10	16499016	16499878
rw10	23482224	23482563	rv10	23480185	23482824
rw8	141939087	141939397	rv8	141938966	141939470
rw2	232539361	232539742	rv2	232536482	232539791
rw2	232548811	232549336	rv2	232548746	232551239
rw20	49047557	49048088	rv20	49046409	49048103
rw1	202134224	202134572	rv1	202134168	202135188
rw11	47950670	47950927	rv11	47950503	47951072
rw11	119530656	119531191	rv11	119530635	119532212
rw11	119543430	119543745	rv11	119542205	119545016
rw11	119590867	119591217	rv11	119590612	119591728
rw20	32305166	32305462	rv20	32304801	32305597
rw3	191221683	191221867	rv3	191221367	191221959
rw15	55868360	55868646	rv15	55868101	55869070
rw19	46213276	46213649	rv19	46212629	46213667
rw3	49132841	49133050	rv3	49131398	49133182
rw10	119597599	119598349	rv10	119597757	119598591
rw17	29841423	29841873	rv17	29840741	29842020
rw17	29932388	29932687	rv17	29932248	29932868
rw2	65395649	65396156	rv2	65395411	65396415
rw13	111239672	111240007	rv13	111239363	111240091
rw13	111182499	111182800	rv13	111181665	111183389
rw18	9708539	9709221	rv18	9708567	9709813
rw22	23505399	23505709	rv22	23504695	23505814
rw19	18315833	18316153	rv19	18316008	18317163
rw1	220416407	220416698	rv1	220416271	220416782
rw2	130750309	130750548	rv2	130749812	130751729
rw9	127962121	127962342	rv9	127961335	127962413
rw7	66285467	66285889	rv7	66284049	66286169
rw2	114349185	114349794	rv2	114348907	114350398
rw8	95389923	95390207	rv8	95389409	95390347
rw3	51616767	51617089	rv3	51616448	51617231
rw3	51586354	51586622	rv3	51586214	51586716
rw3	12709514	12709797	rv3	12709405	12709997
rw11	39044073	39044339	rv11	39043890	39044413
rw14	36023539	36023856	rv14	36023416	36023987
rw5	170613624	170613806	rv5	170613397	170613958
rw5	170532124	170532364	rv5	170531903	170532543
rw22	41642251	41642625	rv22	41641128	41647463
rw1	112149663	112150153	rv1	112149950	112151728
rw7	102250252	102251092	rv7	102247750	102251750
rw7	102247274	102247851	rv7	102247750	102251750
rw7	102235996	102236560	rv7	102235772	102236918
rw7	102223214	102223694	rv7	102221399	102225961
rw7	102253674	102254154	rv7	102252285	102255044
rw7	102222275	102223163	rv7	102221399	102225961
rw7	102244530	102245207	rv7	102244659	102245854
rw1	178228245	178228532	rv1	178228132	178228684
rw9	85708201	85708392	rv9	85707944	85708899
rw10	43700779	43701184	rv10	43701123	43703296
rw5	179599214	179599928	rv5	179598264	179600195
rw13	27842639	27842945	rv13	27842438	27843226
rw15	65346707	65347140	rv15	65346720	65347799
rw22	36441644	36442060	rv22	36441374	36442259
rw2	28006708	28007254	rv2	28006265	28007363
rw12	114380428	114380846	rv12	114379839	114381458
rw13	79661127	79661398	rv13	79661040	79661499
rwX	136032011	136032247	rvX	136031851	136032407
rwY	23807378	23807597	rvY	23807223	23807721
rw15	91498498	91498953	rv15	91495491	91499100
rw2	78825431	78825627	rv2	78825252	78825827
rw2	220223878	220224048	rv2	220223433	220224209
rw2	100063594	100063998	rv2	100063523	100064152
rw3	186528474	186528820	rv3	186528772	186530516
rw9	3780628	3780919	rv9	3780206	3780989
rw13	42031970	42032299	rv13	42032278	42033023
rw19	11512098	11512388	rv19	11511912	11512611
rw19	11516059	11516215	rv19	11515608	11517818
rw15	93616356	93616774	rv15	93616376	93617557
rw5	97339003	97339261	rv5	97338840	97339354
rw1	241360578	241360899	rv1	241360513	241360930
rw2	20666635	20666999	rv2	20666495	20667156
rw19	33498257	33498672	rv19	33498057	33499168
rw12	123974021	123974277	rv12	123972849	123974336
rw12	124012950	124013286	rv12	124012580	124014110
rw22	20443990	20444461	rv22	20443605	20444867
rw22	20501065	20501472	rv22	20499716	20502769
rw22	20474186	20474610	rv22	20473599	20475600
rw1	155857347	155857494	rv1	155856900	155857937
rw2	38159290	38159944	rv2	38159471	38161027
rw2	151342258	151342605	rv2	151341531	151343262
rw2	86914801	86915196	rv2	86914526	86915433
rw6	127523310	127523621	rv6	127523396	127523912
rw6	127534592	127534792	rv6	127534634	127536372
rw18	59565433	59565864	rv18	59565243	59565897
rw17	74153057	74153494	rv17	74152165	74153690
rw13	25442362	25442644	rv13	25442173	25442887
rw13	25313186	25313519	rv13	25312776	25313559
rw12	117219356	117219905	rv12	117219307	117219991
rw10	90342565	90342952	rv10	90342433	90343428
rw2	11484823	11485229	rv2	11485222	11485717
rwX	97163370	97163667	rvX	97163211	97163779
rw2	90523874	90524540	rv2	90522380	90525742
rw2	90524674	90525131	rv2	90522380	90525742
rw2	91634182	91634681	rv2	91634212	91636732
rw2	91670791	91671194	rv2	91669303	91671208
rw2	90286944	90288201	rv2	90286305	90290380
rw2	91743778	91744800	rv2	91743680	91748653
rw2	92171111	92171309	rv2	92168204	92171557
rw2	91747569	91748208	rv2	91743680	91748653
rw14	46577932	46578177	rv14	46577732	46578353
rw17	37361831	37362419	rv17	37361605	37362737
rw5	172385780	172386221	rv5	172385505	172386482
rw3	186826658	186826860	rv3	186826538	186827070
rw15	69805046	69805378	rv15	69804741	69805658
rw2	154058480	154058775	rv2	154058343	154058944
rw17	45057984	45058238	rv17	45057740	45058399
rwY	2718890	2719187	rvY	2718687	2719312
rw1	26885065	26885481	rv1	26885054	26886003
rw1	26853234	26853490	rv1	26852854	26853763
rwX	83418368	83418669	rvX	83418214	83418788
rw16	66959546	66959839	rv16	66959135	66959926
rw6	90112785	90113162	rv6	90112677	90113247
rw21	45233361	45233760	rv21	45230652	45235102
rw22	20216494	20216874	rv22	20210276	20217152
rw11	57243586	57243899	rv11	57243484	57244913
rw10	70115386	70115716	rv10	70115280	70115928
rw17	42386035	42386467	rv17	42385752	42386698
rw9	35547118	35547511	rv9	35546708	35548561
rw9	35547930	35548372	rv9	35546708	35548561
rw4	159426467	159426740	rv4	159426362	159426929
rw3	45768390	45768726	rv3	45768197	45768798
rw13	24069294	24069667	rv13	24069090	24069834
rw18	75933066	75933368	rv18	75932964	75933508
rw17	48194175	48194583	rv17	48193731	48196230
rw6	147791928	147792217	rv6	147791793	147792369
rw13	21677998	21678284	rv13	21677323	21680028
rw12	56180203	56180573	rv12	56180014	56180811
rw2	199727373	199727803	rv2	199727433	199728012
rw6	155021620	155021924	rv6	155021497	155022016
rw6	155045204	155045496	rv6	155044993	155045884
rw3	47514272	47514670	rv3	47513418	47514711
rw14	31159059	31159769	rv14	31159260	31160156
rw14	31183308	31183564	rv14	31183130	31183819
rw2	224473129	224473341	rv2	224472967	224473493
rw1	41720443	41720773	rv1	41720314	41720947
rw12	6459324	6459601	rv12	6458638	6459940
rw2	175274602	175275059	rv2	175274588	175275273
rw11	65233071	65233433	rv11	65232495	65233551
rw22	22001609	22002494	rv22	22001634	22002524
rw17	75059495	75059772	rv17	75059392	75060072
rw22	30908855	30909147	rv22	30908548	30909263
rw14	39418458	39418751	rv14	39418220	39418924
rw3	127756471	127756766	rv3	127756228	127756900
rw14	82116037	82116265	rv14	82115867	82116368
rw14	83280088	83280354	rv14	83280311	83281945
rw14	83469371	83469632	rv14	83469212	83469834
rw1	169730472	169730840	rv1	169730261	169731034
rw7	80801691	80802018	rv7	80801661	80802170
rw15	90754922	90755233	rv15	90752849	90756482
rw9	91986731	91987184	rv9	91986538	91988524
rw3	122629371	122629892	rv3	122628660	122629904
rw6	76261786	76261997	rv6	76261671	76262378
rw22	42382594	42382904	rv22	42382215	42382994
rw22	19695065	19695416	rv22	19694671	19697737
rw22	19627317	19627561	rv22	19627111	19627734
rw2	224964047	224964324	rv2	224963904	224964536
rw3	167176882	167177143	rv3	167176712	167177256
rw1	28579169	28579735	rv1	28577844	28579924
rw1	27200296	27200554	rv1	27200032	27200957
rw1	35684448	35684716	rv1	35684219	35684985
rw10	81634639	81634862	rv10	81634088	81635854
rw10	81635088	81635531	rv10	81634088	81635854
rw13	23055193	23055518	rv13	23055162	23055581
rw1	67201237	67201527	rv1	67200826	67201653
rw8	8362938	8363222	rv8	8362768	8364452
rw17	2283790	2284432	rv17	2281941	2285056
rw22	38031648	38031928	rv22	38031079	38032398
rw4	2800964	2801395	rv4	2799113	2804019
rw4	8240844	8241351	rv4	8239771	8241939
rw11	70450173	70450652	rv11	70449682	70452098
rw1	182867883	182868044	rv1	182867552	182868162
rw13	26624421	26624884	rv13	26624452	26626457
rw13	26625351	26625986	rv13	26624452	26626457
rw16	48424768	48425170	rv16	48424622	48425529
rw16	48500068	48500381	rv16	48499729	48500516
rw7	44019666	44020090	rv7	44018658	44020853
rw17	7323812	7324190	rv17	7323197	7325133
rw16	89573312	89573544	rv16	89572601	89573851
rw17	74378575	74378795	rv17	74377423	74379238
rw8	48162593	48162926	rv8	48162443	48163032
rw8	47381377	47381611	rv8	47381308	47381703
rw4	57647171	57647514	rv4	57646813	57647714
rw1	32307629	32308036	rv1	32307345	32308248
rw1	32294844	32295273	rv1	32294207	32296700
rw17	43926109	43926557	rv17	43926100	43926908
rw10	135239301	135239699	rv10	135234848	135239775
rw10	135258703	135259224	rv10	135258224	135260878
rw3	140831196	140831473	rv3	140831057	140831602
rw1	158629417	158629617	rv1	158629318	158629799
rw3	161086234	161086587	rv3	161086066	161086645
rw1	206613838	206614173	rv1	206613669	206614263
rw7	87894820	87895220	rv7	87894992	87896828
rw1	225931287	225931757	rv1	225930929	225932033
rw7	75895218	75895488	rv7	75895156	75895573
rw7	75836048	75836237	rv7	75835735	75836618
rw7	75882168	75882935	rv7	75882155	75883263
rw6	89827485	89827897	rv6	89827558	89828927
rw12	109238967	109239282	rv12	109238531	109239715
rw17	28110659	28111025	rv17	28110607	28111648
rwX	48230716	48231047	rvX	48230534	48231153
rw1	76621205	76621490	rv1	76620909	76621558
rw1	77164810	77164994	rv1	77164444	77166356
rw3	36108226	36108424	rv3	36108061	36108578
rw7	99801064	99801442	rv7	99800731	99801658
rw13	34182957	34183222	rv13	34182719	34183329
rw7	43646940	43647273	rv7	43646637	43647397
rw8	80502928	80503230	rv8	80502807	80503306
rw20	62281528	62281930	rv20	62280219	62282551
rw13	39580294	39580653	rv13	39580172	39581070
rw4	98110582	98110923	rv4	98110502	98111066
rw4	98133421	98133650	rv4	98133193	98133848
rw4	98181244	98181549	rv4	98181103	98181615
rw4	98375410	98375696	rv4	98375260	98375797
rw1	110568646	110568994	rv1	110568472	110569104
rw7	129090810	129091014	rv7	129090509	129091326
rw6	147608307	147608670	rv6	147608244	147608780
rw12	10815778	10816166	rv12	10815693	10816365
rw10	104388551	104388756	rv10	104387997	104389068
rw16	28611969	28612401	rv16	28611472	28614147
rw21	46258682	46258987	rv21	46256564	46259452
rw22	39157274	39157452	rv22	39156403	39160894
rw6	44816967	44817253	rv6	44816804	44817390
rw3	33205150	33205448	rv3	33204993	33205682
rw1	149888406	149888746	rv1	149888112	149888903
rw7	138361518	138361898	rv7	138361548	138362128
rw20	58427959	58428250	rv20	58427796	58428447
rw1	25541018	25541236	rv1	25540230	25541708
rw10	75407676	75408042	rv10	75406406	75408781
rw12	33499078	33499409	rv12	33498808	33499612
rw16	19252275	19252699	rv16	19251801	19253379
rw18	40801641	40801903	rv18	40801474	40802415
rw2	75463849	75464248	rv2	75463851	75464440
rw4	104755633	104755875	rv4	104755315	104756225
rw18	23841188	23841530	rv18	23840983	23841781
rw3	11846318	11846498	rv3	11846226	11846910
rw22	20041900	20042175	rv22	20039426	20042470
rw1	234587229	234587452	rv1	234587080	234587560
rw1	234554565	234554935	rv1	234554396	234555016
rw1	212967510	212967793	rv1	212967166	212968007
rw4	37880583	37881038	rv4	37880736	37881804
rw10	96274664	96274969	rv10	96274574	96275528
rw12	72318522	72318823	rv12	72318022	72318959
rw9	100986157	100986376	rv9	100986059	100986749
rw9	101028802	101029083	rv9	101028755	101029153
rw22	47445928	47446302	rv22	47445739	47447188
rw22	47486487	47487040	rv22	47485234	47487802
rw3	99940448	99940786	rv3	99940358	99940874
rw17	34790949	34791389	rv17	34790597	34791462
rw17	36249930	36250255	rv17	36249732	36250843
rw17	45772140	45772559	rv17	45772170	45773920
rw14	55922426	55922702	rv14	55922539	55923938
rw22	42621149	42621642	rv22	42621011	42621880
rw22	42680947	42681363	rv22	42678067	42681625
rw2	85519194	85519442	rv2	85518879	85519652
rw1	67217782	67218210	rv1	67217632	67219094
rw11	12943732	12943994	rv11	12943657	12944120
rw12	3091892	3092099	rv12	3091088	3092324
rw2	95545358	95545652	rv2	95545395	95546652
rw3	195872064	195872499	rv3	195869650	195872768
rw13	95251144	95251420	rv13	95250824	95251574
rw20	35186984	35187427	rv20	35186965	35188239
rw20	23031921	23032329	rv20	23031513	23032525
rw1	151922323	151922630	rv1	151921756	151922860
rw15	71763010	71763209	rv15	71762833	71763441
rw15	71885472	71885763	rv15	71885362	71885907
rw7	12024270	12024520	rv7	12024006	12024605
rw12	56802158	56802562	rv12	56801973	56802693
rw10	51535278	51535616	rv10	51535566	51536063
rw9	71777930	71778158	rv9	71777793	71778548
rw19	3728049	3728298	rv19	3727893	3729165
rw16	66538226	66538661	rv16	66538171	66538874
rw3	53285657	53286041	rv3	53285307	53286234
rw15	70346444	70346653	rv15	70345253	70347926
rw4	167108090	167108437	rv4	167108073	167108530
rw10	98144146	98144393	rv10	98143995	98144873
rw15	83773887	83774122	rv15	83773530	83774303
rw12	27144087	27144362	rv12	27143870	27144509
rw20	2564793	2565080	rv20	2564671	2565201
rw19	54675415	54675846	rv19	54675338	54676177
rw3	129515836	129516245	rv3	129515786	129516485
rw12	95042054	95042410	rv12	95041809	95042472
rw15	37862283	37862610	rv15	37862241	37862708
rw9	103235713	103236299	rv9	103236169	103236829
rw17	72783589	72783837	rv17	72783239	72784133
rw17	21133415	21133631	rv17	21133306	21134284
rw16	8066572	8066892	rv16	8066527	8067061
rw14	106163765	106164381	rv14	106162949	106164479
rw17	32964320	32964644	rv17	32964060	32965500
rw17	33015590	33015824	rv17	33015353	33015953
rw2	85827099	85827272	rv2	85825712	85827546
rw2	671369	671883	rv2	671547	673510
rw7	19786591	19786817	rv7	19786419	19787003
rw9	140065541	140065738	rv9	140064393	140067128
rw7	86836701	86836950	rv7	86836355	86837093
rwX	119444916	119445356	rvX	119444479	119445572
rw12	107337064	107337384	rv12	107336955	107337758
rw1	45125310	45125749	rv1	45125313	45126750
rw1	226069612	226070089	rv1	226068685	226070286
rw6	44122527	44122740	rv6	44121010	44123132
rw9	35853568	35853787	rv9	35852828	35853938
rw9	136379045	136379551	rv9	136379022	136379723
rw19	4292826	4293240	rv19	4291659	4295905
rw4	68986136	68986410	rv4	68985828	68986600
rw12	51265841	51266302	rv12	51265855	51266438
rw19	2398964	2399217	rv19	2398802	2399621
rwY	15881809	15882042	rvY	15881630	15882182
rw14	103594661	103595064	rv14	103591758	103597132
rw14	103591594	103591945	rv14	103591758	103597132
rw19	4622111	4622273	rv19	4621091	4622282
rw3	171267999	171268242	rv3	171267820	171268449
rw2	218786603	218786992	rv2	218786734	218787925
rw17	48971503	48971946	rv17	48970452	48972187
rw17	38577427	38577707	rv17	38576642	38577901
rw6	83161401	83161685	rv6	83161161	83161805
rw8	81003602	81003755	rv8	81003334	81003887
rw19	506095	506340	rv19	505923	506673
rw19	48306526	48306957	rv19	48305300	48307942
rw13	45888662	45888923	rv13	45887993	45889931
rw13	45885794	45886064	rv13	45885497	45887438
rw3	49886708	49886951	rv3	49886681	49888702
rw2	202306638	202307203	rv2	202306315	202307250
rw4	117251494	117251828	rv4	117251463	117251854
rw3	36876565	36876805	rv3	36876347	36876936
rw6	41091759	41091974	rv6	41091541	41092081
rw3	129692865	129693237	rv3	129692670	129695184
rw12	72775194	72775486	rv12	72774992	72775816
rw1	228572184	228572475	rv1	228572146	228572581
rw4	154238001	154238378	rv4	154237928	154239019
rw11	5708386	5708771	rv11	5708194	5708994
rw5	114464167	114464466	rv5	114463816	114464575
rw2	96359787	96360011	rv2	96359625	96360180
rw5	180631324	180631586	rv5	180630330	180631956
rw7	75003847	75004196	rv7	75003645	75004813
rw22	38143132	38143520	rv22	38143258	38144207
rw1	27318990	27319484	rv1	27318707	27319921
rw12	49710051	49710392	rv12	49709707	49711317
rw21	45850334	45850581	rv21	45850206	45850737
rw17	16338415	16338796	rv17	16337270	16338829
rw2	123378654	123378991	rv2	123378629	123379101
rw16	67859449	67859672	rv16	67859497	67860899
rw14	24674506	24674882	rv14	24674398	24675199
rw2	32992510	32992847	rv2	32992461	32992930
rw14	89444870	89445113	rv14	89444674	89445282
rw3	9858968	9859167	rv3	9858546	9859571
rw13	19633037	19633329	rv13	19631725	19633984
rw6	35487822	35488196	rv6	35487732	35488626
rw6	139602714	139602973	rv6	139602577	139603105
rw19	10476693	10477107	rv19	10476070	10477276
rw19	10466129	10466393	rv19	10465717	10468963
rw6	90050485	90050801	rv6	90050258	90050959
rw22	21887753	21888251	rv22	21886906	21888849
rw22	21932267	21932608	rv22	21932235	21932885
rw15	84871168	84871537	rv15	84870509	84871653
rw6	83676088	83676359	rv6	83675905	83676498
rw13	30547461	30547685	rv13	30547191	30547905
rw11	18625457	18625894	rv11	18625283	18626198
rw2	64104898	64105126	rv2	64104602	64105283
rw5	36078529	36078822	rv5	36078495	36078918
rw3	124468100	124468665	rv3	124468357	124470304
rw19	17360464	17360889	rv19	17360543	17363002
rw22	18762435	18762671	rv22	18760825	18763013
rw3	49146254	49146657	rv3	49145576	49146780
rw1	55581078	55581226	rv1	55580745	55581286
rw1	78223881	78224112	rv1	78223814	78224310
rw17	9551171	9551352	rv17	9550844	9551479
rwY	14926174	14926446	rvY	14925953	14926514
rw6	144790879	144791172	rv6	144791004	144792313
rw17	80330589	80330840	rv17	80327700	80331503
rw2	106747423	106747699	rv2	106747206	106747977
rw16	70736305	70736678	rv16	70730256	70736682
rw1	160370520	160370939	rv1	160369561	160371016
